t x v
 170.999 0.217208 -0.975738
 171.199 0.019032 -0.99944
 171.399 -0.179903 -0.983299
 171.599 -0.371666 -0.927958
 171.799 -0.548611 -0.835623
 171.999 -0.703686 -0.709976
 172.199 -0.830708 -0.556024
 172.399 -0.924613 -0.379907
 172.599 -0.981657 -0.188644
 172.799 -0.999566 0.0101383
 172.999 -0.977628 0.208517
 173.199 -0.916715 0.398582
 173.398 -0.819257 0.572758
 173.598 -0.689138 0.7241
 173.798 -0.531547 0.846575
 173.998 -0.352765 0.935301
 174.198 -0.15992 0.98674
 174.398 0.0392998 0.998841
 174.598 0.236953 0.971124
 174.798 0.42516 0.904691
 174.998 0.596417 0.802193
 175.198 0.743897 0.667714
 175.398 0.861721 0.506617
 175.598 0.945192 0.325323
 175.798 0.990982 0.13106
 175.998 0.997266 -0.0684276
 176.198 0.963793 -0.265187
 176.398 0.891897 -0.451375
 176.598 0.784446 -0.619567
 176.798 0.645722 -0.763061
 176.998 0.481256 -0.876134
 177.198 0.297604 -0.954279
 177.398 0.102088 -0.994381
 177.598 -0.097497 -0.994841
 177.798 -0.293195 -0.955641
 177.998 -0.477205 -0.878344
 178.198 -0.64219 -0.766031
 178.398 -0.781574 -0.623179
 178.598 -0.8898 -0.455485
 178.798 -0.962553 -0.269632
 178.998 -0.996933 -0.0730299
 179.198 -0.991569 0.126483
 179.398 -0.946676 0.320954
 179.598 -0.864043 0.502629
 179.798 -0.746964 0.664266
 179.998 -0.600107 0.799422
 180.198 -0.429326 0.902708
 180.398 -0.24143 0.970007
 180.598 -0.0439095 0.998636
 180.798 0.155361 0.987453
 180.998 0.348438 0.936905
 181.198 0.527625 0.849006
 181.398 0.685776 0.727261
 181.598 0.816589 0.576523
 181.798 0.914848 0.402802
 181.998 0.976635 0.213023
 182.198 0.999488 0.014752
 182.398 0.982496 -0.184107
 182.598 0.926335 -0.375626
 182.798 0.833246 -0.552171
 182.998 0.706939 -0.706702
 183.198 0.552449 -0.833061
 183.398 0.375935 -0.926208
 183.598 0.184435 -0.982432
 183.798 -0.0144179 -0.99949
 183.998 -0.212696 -0.976702
 184.198 -0.402494 -0.914978
 184.398 -0.576247 -0.816777
 184.598 -0.727027 -0.686015
 184.798 -0.848823 -0.527904
 184.998 -0.93678 -0.348749
 185.198 -0.987391 -0.15569
 185.398 -0.99864 0.0435753
 185.598 -0.970077 0.241103
 185.798 -0.902841 0.429019
 185.998 -0.799612 0.599832
 186.198 -0.664507 0.746731
 186.398 -0.50291 0.863862
 186.598 -0.321265 0.946554
 186.798 -0.126812 0.99151
 186.998 0.0726954 0.99694
 187.198 0.269305 0.962625
 187.398 0.455178 0.889935
 187.598 0.622906 0.781767
 187.798 0.7658 0.642433
 187.998 0.878165 0.477488
 188.198 0.955521 0.293508
 188.398 0.994785 0.0978273
 188.598 0.994391 -0.101753
 188.798 0.954354 -0.297277
 188.998 0.876271 -0.48095
 189.198 0.763256 -0.645449
 189.398 0.619812 -0.784216
 189.598 0.45166 -0.89172
 189.798 0.265502 -0.963675
 189.998 0.0687591 -0.997212
 190.198 -0.130724 -0.990995
 190.398 -0.324996 -0.94527
 190.598 -0.506312 -0.861862
 190.798 -0.667442 -0.744095
 190.998 -0.801965 -0.596664
 191.198 -0.904516 -0.425447
 191.398 -0.971008 -0.237269
 191.598 -0.99879 -0.0396324
 191.798 -0.986755 0.159584
 191.998 -0.935382 0.352438
 192.198 -0.846719 0.531242
 192.398 -0.724301 0.688867
 192.598 -0.573008 0.81903
 192.798 -0.398872 0.916542
 192.998 -0.208835 0.977515
 193.198 -0.0104722 0.999518
 193.398 0.188307 0.981675
 193.598 0.37958 0.924696
 193.798 0.55572 0.830854
 193.998 0.709706 0.703889
 194.198 0.835398 0.548864
 194.398 0.927787 0.371957
 194.598 0.983189 0.180223
 194.798 0.999395 -0.0186967
 194.998 0.975759 -0.21687
 195.198 0.913224 -0.406398
 195.398 0.814282 -0.579725
 195.598 0.682879 -0.72994
 195.798 0.524252 -0.851055
 195.998 0.344726 -0.938242
 196.198 0.151457 -0.988025
 196.398 -0.0478496 -0.99842
 196.598 -0.245249 -0.969012
 196.798 -0.43287 -0.900974
 196.998 -0.603235 -0.797017
 197.198 -0.749552 -0.661287
 197.398 -0.865986 -0.499195
 197.598 -0.947898 -0.317202
 197.798 -0.99202 -0.122563
 197.998 -0.996595 0.0769615
 198.198 -0.96144 0.273418
 198.398 -0.887956 0.458974
 198.598 -0.779074 0.626232
 198.798 -0.639133 0.768525
 198.998 -0.473712 0.88018
 199.198 -0.289407 0.956746
 199.398 -0.0935648 0.995171
 199.598 0.106008 0.993922
 199.798 0.301354 0.953049
 199.998 0.484686 0.874183
