t x v E
 121.199 -0.0293129 0.0202647 0.0012699
 121.399 -0.0252599 0.021325 0.00109282
 121.599 -0.0209949 0.0221615 0.00093192
 121.799 -0.0165626 0.022768 0.000792704
 121.999 -0.012009 0.0231408 0.000679713
 122.199 -0.00738086 0.0232784 0.000596363
 122.399 -0.00272517 0.0231819 0.000544828
 122.599 0.00191121 0.0228545 0.000525982
 122.799 0.00648212 0.0223019 0.000539392
 122.999 0.0109425 0.0215317 0.000583354
 123.199 0.0152488 0.020554 0.000654993
 123.399 0.0193596 0.0193805 0.000750398
 123.599 0.0232357 0.0180249 0.000864795
 123.799 0.0268407 0.0165026 0.000992758
 123.999 0.0301412 0.0148305 0.00112844
 124.199 0.0331073 0.0130268 0.00126579
 124.399 0.0357127 0.0111109 0.00139885
 124.599 0.0379349 0.00910307 0.00152192
 124.799 0.0397555 0.00702426 0.00162984
 124.999 0.0411603 0.004896 0.00171814
 125.199 0.0421395 0.00274007 0.00178325
 125.399 0.0426875 0.00057829 0.00182256
 125.599 0.0428032 -0.00156765 0.00183457
 125.799 0.0424897 -0.00367646 0.00181889
 125.999 0.0417544 -0.00572741 0.00177623
 126.199 0.0406089 -0.00770059 0.00170838
 126.399 0.0390688 -0.00957702 0.00161809
 126.599 0.0371534 -0.0113389 0.00150894
 126.799 0.0348856 -0.0129698 0.00138522
 126.999 0.0322916 -0.0144547 0.00125169
 127.199 0.0294007 -0.0157802 0.00111341
 127.399 0.0262447 -0.0169346 0.000975563
 127.599 0.0228577 -0.0179082 0.000843178
 127.799 0.0192761 -0.0186929 0.000720992
 127.999 0.0155375 -0.0192828 0.000613242
 128.199 0.011681 -0.019674 0.000523513
 128.399 0.00774616 -0.0198646 0.000454606
 128.599 0.00377324 -0.0198546 0.000408444
 128.799 -0.000197688 -0.0196462 0.000386012
 128.999 -0.00412693 -0.0192434 0.00038734
 129.199 -0.00797561 -0.0186522 0.000411514
 129.399 -0.011706 -0.0178804 0.000456738
 129.599 -0.0152821 -0.0169374 0.00052042
 129.799 -0.0186696 -0.0158346 0.000599288
 129.999 -0.0218365 -0.0145844 0.000689539
 130.199 -0.0247534 -0.0132009 0.000786995
 130.399 -0.0273936 -0.0116992 0.00088728
 130.599 -0.0297334 -0.0100956 0.000985997
 130.799 -0.0317525 -0.00840697 0.0010789
 130.999 -0.0334339 -0.0066512 0.00116207
 131.199 -0.0347642 -0.00484648 0.00123204
 131.399 -0.0357335 -0.00301134 0.00128595
 131.599 -0.0363357 -0.00116444 0.00132164
 131.799 -0.0365686 0.000675631 0.00133772
 131.999 -0.0364335 0.00249055 0.0013336
 132.199 -0.0359354 0.00426241 0.00130952
 132.399 -0.0350829 0.00597394 0.0012665
 132.599 -0.0338881 0.0076086 0.0012063
 132.799 -0.0323664 0.00915084 0.00113132
 132.999 -0.0305362 0.0105861 0.00104453
 133.199 -0.028419 0.0119012 0.000949279
 133.399 -0.0260388 0.0130842 0.000849212
 133.599 -0.0234219 0.0141244 0.000748086
 133.799 -0.020597 0.015013 0.000649629
 133.999 -0.0175944 0.0157426 0.000557394
 134.199 -0.0144459 0.0163075 0.000474618
 134.399 -0.0111844 0.0167036 0.000404102
 134.599 -0.0078437 0.0169288 0.000348107
 134.799 -0.00445794 0.0169824 0.000308275
 134.999 -0.00106147 0.0168656 0.000285576
 135.199 0.00231166 0.0165814 0.000280286
 135.399 0.00562794 0.0161342 0.000291985
 135.599 0.00885477 0.0155301 0.000319591
 135.799 0.0119608 0.0147768 0.000361413
 135.999 0.0149161 0.0138832 0.000415234
 136.199 0.0176928 0.0128597 0.000478407
 136.399 0.0202647 0.0117179 0.000547968
 136.599 0.0226083 0.0104703 0.000620762
 136.799 0.0247024 0.00913047 0.000693572
 136.999 0.0265285 0.00771274 0.000763245
 137.199 0.028071 0.00623206 0.00082682
 137.399 0.0293174 0.00470387 0.000881637
 137.599 0.0302582 0.00314392 0.000925442
 137.799 0.030887 0.00156813 0.000956464
 137.999 0.0312006 -7.57689e-06 0.000973477
 138.199 0.0311991 -0.00156746 0.00097584
 138.399 0.0308856 -0.00309606 0.000963505
 138.599 0.0302664 -0.00457842 0.000937016
 138.799 0.0293507 -0.00600017 0.000897465
 138.999 0.0281507 -0.0073477 0.000846449
 139.199 0.0266811 -0.00860828 0.000785985
 139.399 0.0249595 -0.00977017 0.000718431
 139.599 0.0230054 -0.0108227 0.000646382
 139.799 0.0208409 -0.0117566 0.000572559
 139.999 0.0184896 -0.0125635 0.000499705
 140.199 0.0159769 -0.0132367 0.00043047
 140.399 0.0133295 -0.0137708 0.000367311
 140.599 0.0105754 -0.0141619 0.000312397
 140.799 0.00774302 -0.0144074 0.000267527
 140.999 0.00486154 -0.0145064 0.00023407
 141.199 0.00196026 -0.0144593 0.000212915
 141.399 -0.000931605 -0.0142682 0.000204448
 141.599 -0.00378524 -0.0139362 0.000208546
 141.799 -0.00657248 -0.0134682 0.000224591
 141.999 -0.00926613 -0.0128702 0.000251504
 142.199 -0.0118402 -0.0121495 0.000287801
 142.399 -0.0142701 -0.0113145 0.000331654
 142.599 -0.016533 -0.0103747 0.000380975
 142.799 -0.0186079 -0.00934059 0.000433502
 142.999 -0.0204761 -0.00822338 0.000486893
 143.199 -0.0221207 -0.00703511 0.00053882
 143.399 -0.0235278 -0.00578837 0.00058706
 143.599 -0.0246854 -0.00449622 0.000629586
 143.799 -0.0255847 -0.00317202 0.000664637
 143.999 -0.0262191 -0.00182935 0.000690787
 144.199 -0.0265849 -0.000481809 0.000706992
 144.399 -0.0266813 0.000857075 0.000712627
 144.599 -0.0265099 0.002174 0.000707501
 144.799 -0.0260751 0.00345601 0.000691855
 144.999 -0.0253839 0.00469065 0.000666344
 145.199 -0.0244458 0.00586603 0.000632006
 145.399 -0.0232726 0.006971 0.000590207
 145.599 -0.0218784 0.00799521 0.000542586
 145.799 -0.0202793 0.00892922 0.000490982
 145.999 -0.0184935 0.0097646 0.000437356
 146.199 -0.0165405 0.010494 0.000383713
 146.399 -0.0144418 0.0111111 0.000332021
 146.599 -0.0122195 0.011611 0.000284132
 146.799 -0.00989733 0.0119898 0.000241711
 146.999 -0.00749938 0.0122448 0.000206176
 147.199 -0.00505041 0.0123749 0.000178645
 147.399 -0.00257543 0.0123799 0.000159895
 147.599 -9.94508e-05 0.0122611 0.000150344
 147.799 0.00235277 0.0120208 0.000150036
 147.999 0.00475694 0.0116628 0.000158649
 148.199 0.00708949 0.0111917 0.000175515
 148.399 0.00932783 0.0106134 0.000199652
 148.599 0.0114505 0.00993472 0.000229813
 148.799 0.0134374 0.0091635 0.000264535
 148.999 0.0152701 0.00830835 0.000302206
 149.199 0.0169318 0.00737868 0.000341131
 149.399 0.0184076 0.00638451 0.0003796
 149.599 0.0196845 0.00533645 0.000415956
 149.799 0.0207517 0.00424549 0.000448659
 149.999 0.0216008 0.003123 0.00047635
 150.199 0.0222254 0.0019805 0.000497893
 150.399 0.0226215 0.000829613 0.000512423
 150.599 0.0227875 -0.000318057 0.00051937
 150.799 0.0227239 -0.00145107 0.000518479
 150.999 0.0224336 -0.00255824 0.000509813
 151.199 0.021922 -0.00362876 0.000493742
 151.399 0.0211962 -0.00465228 0.000470925
 151.599 0.0202658 -0.00561905 0.000442276
 151.799 0.019142 -0.00651996 0.000408925
 151.999 0.017838 -0.00734666 0.000372167
 152.199 0.0163687 -0.00809162 0.000333407
 152.399 0.0147503 -0.00874822 0.000294104
 152.599 0.0130007 -0.00931078 0.000255708
 152.799 0.0111385 -0.0097746 0.00021961
 152.999 0.00918361 -0.010136 0.000187078
 153.199 0.00715641 -0.0103925 0.000159218
 153.399 0.00507791 -0.0105425 0.000136929
 153.599 0.00296942 -0.0105855 0.00012087
 153.799 0.000852314 -0.0105223 0.000111445
 153.999 -0.00125214 -0.0103544 0.000108782
 154.199 -0.00332303 -0.0100847 0.000112744
 154.399 -0.00533998 -0.00971689 0.000122933
 154.599 -0.00728335 -0.00925556 0.000138713
 154.799 -0.00913447 -0.00870628 0.000159238
 154.999 -0.0108757 -0.00807543 0.000183494
 155.199 -0.0124908 -0.00737014 0.000210339
 155.399 -0.0139648 -0.00659819 0.000238553
 155.599 -0.0152845 -0.00576799 0.000266885
 155.799 -0.0164381 -0.0048884 0.000294107
 155.999 -0.0174157 -0.00396873 0.000319059
 156.199 -0.0182095 -0.00301857 0.000340697
 156.399 -0.0188132 -0.00204772 0.00035813
 156.599 -0.0192228 -0.00106611 0.000370651
 156.799 -0.019436 -8.36485e-05 0.000377764
 156.999 -0.0194527 0.000889823 0.0003792
 157.199 -0.0192747 0.00184466 0.000374918
 157.399 -0.0189058 0.00277151 0.000365111
 157.599 -0.0183515 0.00366137 0.000350183
 157.799 -0.0176192 0.00450571 0.000330739
 157.999 -0.0167181 0.00529656 0.000307548
 158.199 -0.0156588 0.00602654 0.000281517
 158.399 -0.0144535 0.00668894 0.000253645
 158.599 -0.0131157 0.00727784 0.000224988
 158.799 -0.0116601 0.00778807 0.000196612
 158.999 -0.0101025 0.00821531 0.000169552
 159.199 -0.00845944 0.00855613 0.00014477
 159.399 -0.00674822 0.00880798 0.000123119
 159.599 -0.00498662 0.00896923 0.000105313
 159.799 -0.00319277 0.00903918 9.19005e-05
 159.999 -0.00138494 0.00901803 8.32429e-05
 160.199 0.000418667 0.00890692 7.95085e-05
 160.399 0.00220005 0.00870785 8.06668e-05
 160.599 0.00394162 0.00842369 8.64949e-05
 160.799 0.00562636 0.00805813 9.65894e-05
 160.999 0.00723798 0.00761565 0.000110387
 161.199 0.00876111 0.00710144 0.000127188
 161.399 0.0101814 0.00652135 0.000146189
 161.599 0.0114857 0.00588186 0.000166517
 161.799 0.012662 0.00518994 0.000187263
 161.999 0.0137 0.00445304 0.00020752
 162.199 0.0145906 0.00367897 0.000226422
 162.399 0.0153264 0.00287586 0.00024317
 162.599 0.0159016 0.00205202 0.000257072
 162.799 0.016312 0.0012159 0.00026756
 162.999 0.0165552 0.000375984 0.000274216
 163.199 0.0166304 -0.000459295 0.000276781
 163.399 0.0165385 -0.00128163 0.000275165
 163.599 0.0162822 -0.00208292 0.000269449
 163.799 0.0158656 -0.00285537 0.000259871
 163.999 0.0152945 -0.00359155 0.000246822
 164.199 0.0145762 -0.00428444 0.000230823
 164.399 0.0137193 -0.00492757 0.000212501
 164.599 0.0127338 -0.00551498 0.000192565
 164.799 0.0116308 -0.00604137 0.000171775
 164.999 0.0104226 -0.00650209 0.000150907
 165.199 0.00912214 -0.00689317 0.000130729
 165.399 0.00774351 -0.00721142 0.000111966
 165.599 0.00630122 -0.00745436 9.5273e-05
 165.799 0.00481035 -0.00762034 8.1209e-05
 165.999 0.00328628 -0.00770845 7.02198e-05
 166.199 0.00174459 -0.00771859 6.26203e-05
 166.399 0.000200874 -0.00765145 5.85851e-05
 166.599 -0.00132942 -0.00750847 5.81444e-05
 166.799 -0.00283111 -0.00729183 6.11859e-05
 166.999 -0.00428948 -0.00700443 6.74617e-05
 167.199 -0.00569036 -0.00664987 7.6601e-05
 167.399 -0.00702034 -0.00623236 8.81274e-05
 167.599 -0.00826681 -0.00575669 0.00010148
 167.799 -0.00941815 -0.00522822 0.000116036
 167.999 -0.0104638 -0.00465275 0.000131139
 168.199 -0.0113943 -0.0040365 0.000146124
 168.399 -0.0122016 -0.00338605 0.000160345
 168.599 -0.0128789 -0.00270825 0.000173199
 168.799 -0.0134205 -0.00201014 0.000184151
 168.999 -0.0138225 -0.00129892 0.00019275
 169.199 -0.0140823 -0.000581811 0.00019865
 169.399 -0.0141987 0.000133941 0.00020162
 169.599 -0.0141719 0.000841196 0.00020155
 169.799 -0.0140036 0.00153297 0.000198452
 169.999 -0.0136971 0.00220249 0.00019246
 170.199 -0.0132566 0.00284329 0.000183821
 170.399 -0.0126879 0.00344925 0.00017288
 170.599 -0.011998 0.00401466 0.000160071
 170.799 -0.0111951 0.00453427 0.00014589
 170.999 -0.0102883 0.00500334 0.000130882
 171.199 -0.00928759 0.00541769 0.000115611
 171.399 -0.00820405 0.00577371 0.000100642
 171.599 -0.00704931 0.00606844 8.65188e-05
 171.799 -0.00583562 0.00629954 7.37387e-05
 171.999 -0.00457571 0.00646533 6.27376e-05
 172.199 -0.00328265 0.00656481 5.38725e-05
 172.399 -0.00196968 0.00659765 4.74086e-05
 172.599 -0.000650156 0.00656418 4.35111e-05
 172.799 0.00066268 0.0064654 4.22406e-05
 172.999 0.00195576 0.00630296 4.35523e-05
 173.199 0.00321635 0.00607911 4.73005e-05
 173.398 0.00443217 0.00579671 5.3246e-05
 173.598 0.00559152 0.00545917 6.10676e-05
 173.798 0.00668335 0.00507041 7.03762e-05
 173.998 0.00769743 0.00463483 8.07321e-05
 174.198 0.0086244 0.00415727 9.16631e-05
 174.398 0.00945585 0.0036429 0.000102684
 174.598 0.0101844 0.00309725 0.000113316
 174.798 0.0108039 0.00252608 0.000123105
 174.998 0.0113091 0.00193537 0.000131641
 175.198 0.0116962 0.00133121 0.000138573
 175.398 0.0119624 0.000719772 0.000143617
 175.598 0.0121064 0.000107256 0.000146576
 175.798 0.0121278 -0.000500207 0.000147334
 175.998 0.0120278 -0.00109659 0.00014587
 176.198 0.0118085 -0.00167605 0.000142249
 176.398 0.0114732 -0.00223295 0.000136622
 176.598 0.0110267 -0.00276196 0.000129216
 176.798 0.0104743 -0.00325805 0.000120325
 176.998 0.00982266 -0.0037166 0.000110298
 177.198 0.00907934 -0.0041334 9.95193e-05
 177.398 0.00825265 -0.0045047 8.83986e-05
 177.598 0.00735171 -0.00482724 7.73499e-05
 177.798 0.00638627 -0.00509828 6.67769e-05
 177.998 0.00536661 -0.00531563 5.70564e-05
 178.198 0.00430348 -0.00547765 4.85246e-05
 178.398 0.00320795 -0.00558327 4.14639e-05
 178.598 0.0020913 -0.005632 3.6093e-05
 178.798 0.000964901 -0.00562393 3.25596e-05
 178.998 -0.000159885 -0.00555969 3.09357e-05
 179.198 -0.00127182 -0.0054405 3.12166e-05
 179.398 -0.00235992 -0.0052681 3.33222e-05
 179.598 -0.00341354 -0.00504474 3.71017e-05
 179.798 -0.00442249 -0.00477317 4.23416e-05
 179.998 -0.00537713 -0.00445658 4.87746e-05
 180.198 -0.00626844 -0.0040986 5.60919e-05
 180.398 -0.00708816 -0.0037032 6.39558e-05
 180.598 -0.0078288 -0.00327473 7.2014e-05
 180.798 -0.00848375 -0.00281779 7.9914e-05
 180.998 -0.00904731 -0.00233725 8.73166e-05
 181.198 -0.00951476 -0.00183814 9.39094e-05
 181.398 -0.00988239 -0.00132564 9.94189e-05
 181.598 -0.0101475 -0.000805008 0.00010362
 181.798 -0.0103085 -0.000281532 0.000106345
 181.998 -0.0103648 0.000239525 0.000107487
 182.198 -0.0103169 0.000752975 0.000107006
 182.398 -0.0101663 0.00125376 0.000104926
 182.598 -0.00991557 0.001737 0.000101336
 182.798 -0.00956817 0.00219804 9.63813e-05
 182.998 -0.00912856 0.00263249 9.02607e-05
 183.198 -0.00860207 0.00303627 8.32144e-05
 183.398 -0.00799481 0.00340565 7.55154e-05
 183.598 -0.00731368 0.00373727 6.74571e-05
 183.798 -0.00656623 0.00402821 5.93418e-05
 183.998 -0.00576058 0.00427596 5.14682e-05
 184.198 -0.00490539 0.00447847 4.41196e-05
 184.398 -0.0040097 0.00463417 3.75532e-05
 184.598 -0.00308287 0.00474197 3.19903e-05
 184.798 -0.00213447 0.00480127 2.76082e-05
 184.998 -0.00117422 0.00481197 2.45339e-05
 185.198 -0.000211821 0.00477444 2.28402e-05
 185.398 0.000743068 0.00468955 2.2544e-05
 185.598 0.00168098 0.0045586 2.36065e-05
 185.798 0.0025927 0.00438338 2.59361e-05
 185.998 0.00346937 0.00416608 2.93928e-05
 186.198 0.00430259 0.00390929 3.37948e-05
 186.398 0.00508445 0.00361597 3.89269e-05
 186.598 0.00580764 0.00328943 4.45491e-05
 186.798 0.00646553 0.00293326 5.04071e-05
 186.998 0.00705218 0.00255132 5.62425e-05
 187.198 0.00756244 0.00214768 6.18031e-05
 187.398 0.00799198 0.00172661 6.68529e-05
 187.598 0.0083373 0.00129248 7.11811e-05
 187.798 0.0085958 0.000849762 7.46098e-05
 187.998 0.00876575 0.000402977 7.70007e-05
 188.198 0.00884634 -4.33701e-05 7.82597e-05
 188.398 0.00883767 -0.00048482 7.83395e-05
 188.598 0.00874071 -0.000917007 7.72409e-05
 188.798 0.0085573 -0.0013357 7.50116e-05
 188.998 0.00829016 -0.00173685 7.17435e-05
 189.198 0.00794279 -0.00211662 6.75681e-05
 189.398 0.00751947 -0.00247143 6.26504e-05
 189.598 0.00702518 -0.00279798 5.71819e-05
 189.798 0.00646559 -0.00309328 5.13722e-05
 189.998 0.00584693 -0.00335469 4.54406e-05
 190.198 0.00517599 -0.00357994 3.96069e-05
 190.398 0.00446001 -0.00376714 3.4083e-05
 190.598 0.00370658 -0.0039148 2.90644e-05
 190.798 0.00292362 -0.00402183 2.47227e-05
 190.998 0.00211925 -0.00408758 2.11995e-05
 191.198 0.00130173 -0.00411179 1.86013e-05
 191.398 0.000479376 -0.00409464 1.69959e-05
 191.598 -0.000339552 -0.00403672 1.64104e-05
 191.798 -0.00114689 -0.003939 1.68311e-05
 191.998 -0.0019347 -0.00380288 1.82049e-05
 192.198 -0.00269527 -0.00363009 2.0442e-05
 192.398 -0.00342129 -0.00342272 2.34202e-05
 192.598 -0.00410583 -0.0031832 2.69906e-05
 192.798 -0.00474247 -0.00291425 3.09839e-05
 192.998 -0.00532532 -0.00261884 3.52174e-05
 193.198 -0.00584909 -0.0023002 3.95028e-05
 193.398 -0.00630913 -0.00196174 4.36535e-05
 193.598 -0.00670148 -0.00160705 4.74924e-05
 193.798 -0.00702289 -0.00123983 5.08581e-05
 193.998 -0.00727085 -0.00086389 5.36116e-05
 194.198 -0.00744363 -0.00048307 5.5641e-05
 194.398 -0.00754024 -0.000101227 5.68655e-05
 194.598 -0.00756049 0.00027781 5.72382e-05
 194.798 -0.00750493 0.000650278 5.67468e-05
 194.998 -0.00737487 0.00101252 5.54139e-05
 195.198 -0.00717237 0.00136101 5.32952e-05
 195.398 -0.00690017 0.00169241 5.04765e-05
 195.598 -0.00656168 0.00200357 4.707e-05
 195.798 -0.00616097 0.00229158 4.32089e-05
 195.998 -0.00570265 0.0025538 3.90421e-05
 196.198 -0.00519189 0.00278786 3.47279e-05
 196.398 -0.00463432 0.00299169 3.04272e-05
 196.598 -0.00403598 0.00316358 2.62974e-05
 196.798 -0.00340327 0.0033021 2.24861e-05
 196.998 -0.00274285 0.00340623 1.91256e-05
 197.198 -0.0020616 0.00347524 1.63275e-05
 197.398 -0.00136655 0.00350882 1.41793e-05
 197.598 -0.000664789 0.00350697 1.27408e-05
 197.798 3.66052e-05 0.00347007 1.20427e-05
 197.998 0.000730619 0.00339884 1.20859e-05
 198.198 0.00141039 0.00329433 1.28418e-05
 198.398 0.00206925 0.00315792 1.42543e-05
 198.598 0.00270084 0.0029913 1.62424e-05
 198.798 0.0032991 0.00279644 1.87041e-05
 198.998 0.00385839 0.00257555 2.15206e-05
 199.198 0.0043735 0.00233112 2.45616e-05
 199.398 0.00483972 0.00206582 2.76905e-05
 199.598 0.00525289 0.00178252 3.07702e-05
 199.798 0.00560939 0.00148423 3.36682e-05
 199.998 0.00590624 0.00117407 3.62621e-05
