t x v E
 168.799 7.9253 -9.18092 147.1
 168.999 6.04962 -9.52991 127.417
 169.199 4.11348 -9.78368 112.641
 169.399 2.13624 -9.93971 103.361
 169.599 0.137655 -9.99642 99.9473
 169.799 -1.86232 -9.95325 102.535
 169.999 -3.84369 -9.81064 111.023
 170.199 -5.78667 -9.57 125.071
 170.399 -7.67184 -9.23375 144.119
 170.599 -9.48036 -8.80524 167.41
 170.799 -11.1942 -8.28875 194.013
 170.999 -12.7961 -7.68945 222.869
 171.199 -14.2703 -7.01331 252.827
 171.399 -15.6018 -6.2671 282.694
 171.599 -16.7775 -5.45827 311.277
 171.799 -17.7856 -4.5949 337.439
 171.999 -18.6159 -3.68562 360.136
 172.199 -19.2603 -2.73951 378.463
 172.399 -19.7122 -1.76603 391.69
 172.599 -19.9672 -0.774899 399.289
 172.799 -20.0227 0.223978 400.957
 172.999 -19.8781 1.22062 396.629
 173.199 -19.5349 2.20507 386.475
 173.398 -18.9966 3.16749 370.902
 173.598 -18.2684 4.09827 350.53
 173.798 -17.3577 4.9881 326.171
 173.998 -16.2736 5.8281 298.797
 174.198 -15.0269 6.60987 269.498
 174.398 -13.63 7.32561 239.442
 174.598 -12.097 7.96815 209.828
 174.798 -10.4431 8.53108 181.837
 174.998 -8.68481 9.00877 156.584
 175.198 -6.83978 9.39646 135.076
 175.398 -4.9264 9.69027 118.171
 175.598 -2.96379 9.88726 106.542
 175.798 -0.97157 9.98546 100.653
 175.998 1.03037 9.98389 100.74
 176.198 3.02201 9.88257 106.798
 176.398 4.98347 9.68252 118.586
 176.598 6.89514 9.38571 135.635
 176.798 8.73793 8.99514 157.264
 176.998 10.4934 8.51469 182.612
 177.198 12.1441 7.94916 210.668
 177.398 13.6734 7.30421 240.313
 177.598 15.0661 6.58628 270.366
 177.798 16.3083 5.80254 299.629
 177.998 17.3875 4.96082 326.936
 178.198 18.293 4.06954 351.197
 178.398 19.0158 3.1376 371.445
 178.598 19.5486 2.1743 386.874
 178.798 19.886 1.18927 396.868
 178.998 20.0248 0.192366 401.028
 179.198 19.9635 -0.806467 399.19
 179.398 19.7027 -1.79724 391.426
 179.598 19.2451 -2.77007 378.045
 179.798 18.5951 -3.71522 359.582
 179.998 17.7594 -4.62325 336.772
 180.198 16.7463 -5.48509 310.524
 180.398 15.5658 -6.29213 281.886
 180.598 14.2298 -7.0363 251.998
 180.798 12.7517 -7.71018 222.052
 180.998 11.1461 -8.30702 193.242
 181.198 9.42913 -8.82086 166.716
 181.398 7.61797 -9.24657 143.533
 181.598 5.73069 -9.5799 124.615
 181.798 3.78616 -9.81751 110.719
 181.998 1.80378 -9.95704 102.396
 182.198 -0.196614 -9.99708 99.9802
 182.398 -2.19505 -9.93723 103.567
 182.598 -4.17156 -9.7781 113.013
 182.798 -6.1064 -9.52127 127.943
 182.998 -7.98023 -9.16932 147.76
 183.198 -9.77432 -8.72574 171.676
 183.398 -11.4708 -8.19499 198.736
 183.598 -13.0526 -7.58235 227.863
 183.798 -14.504 -6.89396 257.894
 183.998 -15.8106 -6.13668 287.632
 184.198 -16.9591 -5.31809 315.893
 184.398 -17.9382 -4.44636 341.55
 184.598 -18.7381 -3.53021 363.579
 184.798 -19.3508 -2.57878 381.102
 184.998 -19.7701 -1.60158 393.422
 185.198 -19.9919 -0.608386 400.046
 185.398 -20.014 0.390893 400.711
 185.598 -19.836 1.38627 395.391
 185.798 -19.4599 2.36779 384.296
 185.998 -18.8894 3.32567 367.87
 186.198 -18.1302 4.25031 346.768
 186.398 -17.1898 5.13249 321.83
 186.598 -16.0776 5.96339 294.051
 186.798 -14.8048 6.73471 264.538
 186.998 -13.3841 7.43874 234.469
 187.198 -11.8296 8.06845 205.04
 187.398 -10.157 8.61755 177.427
 187.598 -8.38287 9.08055 152.729
 187.798 -6.52499 9.45282 131.931
 187.998 -4.60191 9.73064 115.863
 188.198 -2.63285 9.91125 105.165
 188.398 -0.637477 9.99282 100.263
 188.598 1.36427 9.97456 101.353
 188.798 3.35238 9.85664 108.392
 188.998 5.307 9.64023 121.098
 189.198 7.20861 9.32751 138.966
 189.398 9.03819 8.92159 161.284
 189.598 10.7775 8.42653 187.16
 189.798 12.4091 7.84728 215.565
 189.998 13.9167 7.18962 245.365
 190.198 15.2853 6.46013 275.373
 190.398 16.5011 5.66609 304.392
 190.598 17.5521 4.81544 331.265
 190.798 18.4277 3.91667 354.922
 190.998 19.1192 2.97877 374.419
 191.198 19.6197 2.01111 388.978
 191.398 19.9242 1.02335 398.02
 191.598 20.0296 0.0253688 401.184
 191.798 19.9348 -0.97287 398.344
 191.998 19.6409 -1.96139 389.613
 192.198 19.1508 -2.93031 375.339
 192.398 18.4693 -3.86996 356.091
 192.598 17.6033 -4.77094 332.636
 192.798 16.5613 -5.62426 305.91
 192.998 15.354 -6.42138 276.978
 193.198 13.9932 -7.15435 246.994
 193.398 12.4926 -7.81583 217.152
 193.598 10.8672 -8.39922 188.642
 193.798 9.13316 -8.8987 162.602
 193.998 7.30791 -9.30927 140.068
 194.198 5.40964 -9.62682 121.94
 194.398 3.45732 -9.84819 108.94
 194.598 1.47045 -9.97116 101.586
 194.798 -0.53111 -9.99451 100.172
 194.998 -2.52737 -9.918 104.754
 195.198 -4.49837 -9.7424 115.15
 195.398 -6.42444 -9.46945 130.944
 195.598 -8.28632 -9.1019 151.508
 195.798 -10.0654 -8.6434 176.021
 195.998 -11.7439 -8.09854 203.506
 196.198 -13.3051 -7.47277 232.868
 196.398 -14.7334 -6.77233 262.937
 196.598 -16.0144 -6.00423 292.512
 196.798 -17.1355 -5.17613 320.416
 196.998 -18.0853 -4.29632 345.536
 197.198 -18.8544 -3.37358 366.871
 197.398 -19.4352 -2.41714 383.57
 197.598 -19.8218 -1.43654 394.967
 197.798 -20.0103 -0.44159 400.608
 197.998 -19.9989 0.557774 400.268
 198.198 -19.7877 1.55157 393.961
 198.398 -19.3788 2.52986 381.938
 198.598 -18.7763 3.48287 364.678
 198.798 -17.9861 4.40109 342.87
 198.998 -17.0163 5.27533 317.383
 199.198 -15.8764 6.09687 289.232
 199.398 -14.5779 6.8575 259.541
 199.598 -13.1338 7.5496 229.493
 199.798 -11.5584 8.16628 200.285
 199.998 -9.86756 8.70137 173.082
