t x v E
 184.598 -36.1642 -7.1779 1359.37
 184.798 -37.5998 -5.29991 1441.83
 184.998 -38.6597 -3.36877 1505.92
 185.198 -39.3335 -1.40379 1549.09
 185.398 -39.6143 0.575412 1569.62
 185.598 -39.4992 2.54905 1566.68
 185.798 -38.9894 4.4974 1540.4
 185.998 -38.0899 6.40099 1491.81
 186.198 -36.8097 8.24079 1422.86
 186.398 -35.1615 9.99841 1336.3
 186.598 -33.1618 11.6563 1235.58
 186.798 -30.8306 13.1978 1124.71
 186.998 -28.191 14.6076 1008.12
 187.198 -25.2695 15.8715 890.453
 187.398 -22.0952 16.9769 776.414
 187.598 -18.6998 17.9128 670.552
 187.798 -15.1173 18.6697 577.091
 187.998 -11.3833 19.2402 499.764
 188.198 -7.5353 19.6184 441.662
 188.398 -3.61162 19.8006 405.106
 188.598 0.348493 19.7849 391.564
 188.798 4.30547 19.5715 401.581
 188.998 8.21978 19.1625 434.767
 189.198 12.0523 18.562 489.806
 189.398 15.7647 17.7759 564.509
 189.598 19.3199 16.8122 655.906
 189.798 22.6823 15.6803 760.358
 189.998 25.8184 14.3916 873.706
 190.198 28.6967 12.959 991.435
 190.398 31.2885 11.3968 1108.86
 190.598 33.5678 9.72056 1221.29
 190.798 35.512 7.94703 1324.25
 190.998 37.1014 6.09395 1413.65
 191.198 38.3201 4.17981 1485.9
 191.398 39.1561 2.22375 1538.15
 191.598 39.6009 0.245306 1568.29
 191.798 39.6499 -1.73575 1575.13
 191.998 39.3028 -3.69962 1558.4
 192.198 38.5628 -5.62668 1518.75
 192.398 37.4375 -7.49766 1457.78
 192.598 35.938 -9.29386 1377.91
 192.798 34.0792 -10.9973 1282.33
 192.998 31.8797 -12.591 1174.85
 193.198 29.3615 -14.059 1059.76
 193.398 26.5497 -15.3867 941.638
 193.598 23.4724 -16.5606 825.208
 193.798 20.1603 -17.5692 715.113
 193.998 16.6464 -18.4023 615.747
 194.198 12.966 -19.0515 531.076
 194.398 9.15566 -19.5104 464.482
 194.598 5.25358 -19.7744 418.626
 194.798 1.29871 -19.8408 395.342
 194.998 -2.66945 -19.7089 395.565
 195.198 -6.61122 -19.38 419.293
 195.398 -10.4872 -18.8575 465.586
 195.598 -14.2587 -18.1464 532.604
 195.798 -17.888 -17.254 617.682
 195.998 -21.3388 -16.1891 717.432
 196.198 -24.5766 -14.9624 827.883
 196.398 -27.5691 -13.586 944.635
 196.598 -30.2863 -12.0738 1063.04
 196.798 -32.7011 -10.4408 1178.37
 196.998 -34.7892 -8.70332 1286.04
 197.198 -36.5299 -6.87878 1381.75
 197.398 -37.9056 -4.98537 1461.69
 197.598 -38.9027 -3.04202 1522.67
 197.798 -39.5111 -1.06812 1562.27
 197.998 -39.7247 0.916583 1578.89
 198.198 -39.5414 2.89226 1571.89
 198.398 -38.963 4.83918 1541.53
 198.598 -37.9951 6.73787 1489.03
 198.798 -36.6476 8.56936 1416.48
 198.998 -34.9337 10.3153 1326.77
 199.198 -32.8706 11.9583 1223.48
 199.398 -30.4789 13.482 1110.73
 199.598 -27.7826 14.871 993.016
 199.798 -24.8084 16.1115 875.034
 199.998 -21.5861 17.191 761.49
