t x v
 11.6 1.36596 2.8036
 11.8 1.92668 2.5304
 12 2.43276 2.14507
 12.2 2.86177 1.65852
 12.4 3.19347 1.08616
 12.6 3.41071 0.447468
 12.8 3.5002 -0.234673
 13 3.45327 -0.934714
 13.2 3.26632 -1.62537
 13.4 2.94125 -2.27863
 13.6 2.48552 -2.86688
 13.8 1.91215 -3.36399
 14 1.23935 -3.74642
 14.2 0.490067 -3.99429
 14.4 -0.30879 -4.0923
 14.6 -1.12725 -4.03054
 14.8 -1.93336 -3.80509
 15 -2.69438 -3.41842
 15.2 -3.37806 -2.87954
 15.4 -3.95397 -2.20393
 15.6 -4.39476 -1.41314
 15.8 -4.67738 -0.534186
 16 -4.78422 0.40129
 16.2 -4.70396 1.35813
 16.4 -4.43234 2.29893
 16.6 -3.97255 3.18539
 16.8 -3.33547 3.9799
 17 -2.53949 4.647
 17.2 -1.61009 5.1549
 17.4 -0.579112 5.47691
 17.6 0.516271 5.59274
 17.8 1.63482 5.48948
 18 2.73272 5.16252
 18.2 3.76522 4.61598
 18.4 4.68841 3.86293
 18.6 5.461 2.92525
 18.8 6.04605 1.83305
 19 6.41266 0.623839
 19.2 6.53743 -0.658693
 19.4 6.40569 -1.96618
 19.6 6.01245 -3.24732
 19.8 5.36299 -4.44981
 20 4.47303 -5.52241
 20.2 3.36855 -6.41701
 20.4 2.08514 -7.09072
 20.6 0.667001 -7.50775
 20.8 -0.834549 -7.64115
 21 -2.36278 -7.47424
 21.2 -3.85763 -7.00168
 21.4 -5.25796 -6.23016
 21.6 -6.504 -5.17857
 21.8 -7.53971 -3.87777
 22 -8.31526 -2.36982
 22.2 -8.78923 -0.706772
 22.4 -8.93058 1.05107
 22.6 -8.72037 2.83719
 22.8 -8.15293 4.58126
 23 -7.23668 6.21185
 23.2 -5.99431 7.65918
 23.4 -4.46247 8.85805
 23.6 -2.69086 9.75054
 23.8 -0.740752 10.2887
 24 1.31699 10.4369
 24.2 3.40436 10.1735
 24.4 5.43906 9.49259
 24.6 7.33757 8.40478
 24.8 9.01853 6.93726
 25 10.406 5.13356
 25.2 11.4327 3.05236
 25.4 12.0432 0.765823
 25.6 12.1963 -1.64281
 25.8 11.8678 -4.08208
 26 11.0514 -6.45563
 26.2 9.76023 -8.6659
 26.4 8.02705 -10.6179
 26.6 5.90346 -12.2234
 26.8 3.45879 -13.404
 27 0.777977 -14.0958
 27.2 -2.04118 -14.2514
 27.4 -4.89146 -13.8432
 27.6 -7.6601 -12.8649
 27.8 -10.2331 -11.3329
 28 -12.4996 -9.28624
 28.2 -14.3569 -6.78631
 28.4 -15.7142 -3.91493
 28.6 -16.4971 -0.772101
 28.8 -16.6516 2.52733
 29 -16.1461 5.85764
 29.2 -14.9746 9.08686
 29.4 -13.1572 12.0818
 29.6 -10.7408 14.7132
 29.8 -7.7982 16.8614
 30 -4.42592 18.421
 30.2 -0.741719 19.3062
 30.4 3.11952 19.4545
 30.6 7.01043 18.8306
 30.8 10.7766 17.4286
 31 14.2623 15.2732
 31.2 17.3169 12.4208
 31.4 19.8011 8.95741
 31.6 21.5926 4.99719
 31.8 22.592 0.678679
 32 22.7277 -3.83972
 32.2001 21.9598 -8.38527
 32.4001 20.2827 -12.7772
 32.6001 17.7273 -16.8338
 32.8001 14.3605 -20.3792
 33.0001 10.2847 -23.2513
 33.2001 5.63442 -25.3083
 33.4001 0.572769 -26.4352
 33.6001 -4.71426 -26.5497
 33.8001 -10.0242 -25.6069
 34.0001 -15.1456 -23.602
 34.2001 -19.866 -20.5729
 34.4001 -23.9806 -16.5997
 34.6001 -27.3005 -11.8036
 34.8001 -29.6612 -6.3435
 35.0001 -30.9299 -0.411251
 35.2001 -31.0122 5.77473
 35.4001 -29.8572 11.9772
 35.6001 -27.4618 17.9486
 35.8001 -23.8721 23.441
 36.0001 -19.1839 28.2154
 36.2001 -13.5408 32.0522
 36.4001 -7.13036 34.7603
 36.6001 -0.178299 36.1864
 36.8001 7.05898 36.2221
 37.0001 14.3034 34.8103
 37.2001 21.2654 31.9496
 37.4001 27.6554 27.6965
 37.6001 33.1947 22.1654
 37.8001 37.6277 15.5265
 38.0001 40.733 8.00094
 38.2001 42.3332 -0.145669
 38.4001 42.3041 -8.61232
 38.6001 40.5816 -17.0731
 38.8001 37.167 -25.1895
 39.0001 32.1291 -32.6229
 39.2001 25.6045 -39.0487
 39.4001 17.7948 -44.1696
 39.6001 8.96089 -47.7286
 39.8001 -0.584826 -49.5207
 40.0001 -10.489 -49.4038
 40.2001 -20.3697 -47.306
 40.4001 -29.8309 -43.232
 40.6001 -38.4773 -37.2659
 40.8001 -45.9305 -29.5704
 41.0001 -51.8446 -20.3843
 41.2001 -55.9214 -10.0154
 41.4001 -57.9245 1.16892
 41.6001 -57.6907 12.7538
 41.8001 -55.14 24.292
 42.0001 -50.2816 35.32
 42.2001 -43.2176 45.3763
 42.4001 -34.1423 54.0198
 42.6001 -23.3384 60.8483
 42.8001 -11.1687 65.5159
 43.0001 1.93448 67.7497
 43.2001 15.4844 67.3628
 43.4001 28.957 64.2659
 43.6001 41.8101 58.4745
 43.8001 53.505 50.1125
 44.0001 63.5275 39.4115
 44.2001 71.4098 26.706
 44.4001 76.751 12.424
 44.6001 79.2358 -2.92622
 44.8001 78.6506 -18.7734
 45.0001 74.8959 -34.5035
 45.2001 67.9952 -49.4827
 45.4001 58.0987 -63.0817
 45.6001 45.4823 -74.7014
 45.8001 30.542 -83.7979
 46.0001 13.7824 -89.9063
 46.2001 -4.19882 -92.6628
 46.4001 -22.7314 -91.823
 46.6001 -41.096 -87.2768
 46.8001 -58.5513 -79.0576
 47.0001 -74.3629 -67.3473
 47.2001 -87.8323 -52.4747
 47.4001 -98.3273 -34.9083
 47.6001 -105.309 -15.2428
 47.8001 -108.357 5.81898
 48.0001 -107.194 27.4905
 48.2001 -101.696 48.9292
 48.4001 -91.9097 69.2683
 48.6001 -78.0561 87.6503
 48.8001 -60.526 103.261
 49.0001 -39.8737 115.367
