t x v E
 13.6 1.481 -0.0530474 2.19616
 13.8 1.47034 -0.0535205 2.16476
 14 1.45959 -0.0539703 2.13332
 14.2 1.44875 -0.0544058 2.10184
 14.4 1.43783 -0.0548346 2.07036
 14.6 1.42682 -0.0552627 2.03886
 14.8 1.41572 -0.0556952 2.00737
 15 1.40454 -0.0561358 1.97588
 15.2 1.39327 -0.0565874 1.9444
 15.4 1.3819 -0.057052 1.91291
 15.6 1.37045 -0.0575309 1.88143
 15.8 1.35889 -0.0580246 1.84995
 16 1.34723 -0.0585331 1.81847
 16.2 1.33548 -0.0590562 1.78698
 16.4 1.32361 -0.059593 1.7555
 16.6 1.31164 -0.0601426 1.72401
 16.8 1.29955 -0.0607037 1.69252
 17 1.28736 -0.061275 1.66104
 17.2 1.27504 -0.061855 1.62956
 17.4 1.26261 -0.0624421 1.59809
 17.6 1.25007 -0.063035 1.56664
 17.8 1.2374 -0.0636319 1.53521
 18 1.22461 -0.0642317 1.5038
 18.2 1.21171 -0.0648327 1.47244
 18.4 1.19868 -0.0654338 1.44112
 18.6 1.18553 -0.0660337 1.40985
 18.8 1.17227 -0.0666313 1.37865
 19 1.15888 -0.0672256 1.34752
 19.2 1.14538 -0.0678158 1.31649
 19.4 1.13175 -0.0684009 1.28555
 19.6 1.11802 -0.0689803 1.25472
 19.8 1.10416 -0.0695533 1.22401
 20 1.0902 -0.0701196 1.19344
 20.2 1.07612 -0.0706786 1.16302
 20.4 1.06192 -0.0712299 1.13276
 20.6 1.04762 -0.0717734 1.10267
 20.8 1.03322 -0.0723086 1.07276
 21 1.0187 -0.0728355 1.04306
 21.2 1.00408 -0.073354 1.01356
 21.4 0.989361 -0.0738638 0.98429
 21.6 0.974537 -0.074365 0.955253
 21.8 0.959615 -0.0748576 0.926465
 22 0.944595 -0.0753414 0.897936
 22.2 0.929479 -0.0758167 0.86968
 22.4 0.914269 -0.0762832 0.841707
 22.6 0.898966 -0.0767412 0.81403
 22.8 0.883573 -0.0771905 0.78666
 23 0.868091 -0.0776314 0.759608
 23.2 0.852521 -0.0780637 0.732886
 23.4 0.836866 -0.0784876 0.706505
 23.6 0.821127 -0.0789032 0.680475
 23.8 0.805305 -0.0793103 0.654807
 24 0.789403 -0.0797091 0.629511
 24.2 0.773422 -0.0800996 0.604598
 24.4 0.757364 -0.0804818 0.580077
 24.6 0.74123 -0.0808558 0.555959
 24.8 0.725022 -0.0812216 0.532254
 25 0.708742 -0.0815791 0.50897
 25.2 0.692391 -0.0819284 0.486118
 25.4 0.675971 -0.0822694 0.463705
 25.6 0.659484 -0.0826022 0.441742
 25.8 0.642931 -0.0829268 0.420237
 26 0.626314 -0.0832431 0.399198
 26.2 0.609634 -0.0835511 0.378634
 26.4 0.592894 -0.0838508 0.358554
 26.6 0.576094 -0.0841422 0.338964
 26.8 0.559237 -0.0844253 0.319874
 27 0.542325 -0.0847 0.30129
 27.2 0.525358 -0.0849663 0.28322
 27.4 0.508339 -0.0852241 0.265671
 27.6 0.491269 -0.0854736 0.248651
 27.8 0.47415 -0.0857145 0.232165
 28 0.456984 -0.085947 0.216221
 28.2 0.439772 -0.0861709 0.200825
 28.4 0.422516 -0.0863862 0.185982
 28.6 0.405218 -0.086593 0.1717
 28.8 0.387879 -0.0867911 0.157983
 29 0.370502 -0.0869806 0.144837
 29.2 0.353088 -0.0871615 0.132268
 29.4 0.335638 -0.0873336 0.12028
 29.6 0.318155 -0.0874971 0.108878
 29.8 0.30064 -0.0876518 0.0980671
 30 0.283095 -0.0877977 0.087851
 30.2 0.265521 -0.0879349 0.0782341
 30.4 0.247921 -0.0880633 0.0692201
 30.6 0.230296 -0.0881829 0.0608127
 30.8 0.212649 -0.0882937 0.0530152
 31 0.19498 -0.0883957 0.0458308
 31.2 0.177291 -0.0884888 0.0392624
 31.4 0.159585 -0.0885731 0.0333124
 31.6 0.141862 -0.0886486 0.0279835
 31.8 0.124126 -0.0887151 0.0232776
 32 0.106377 -0.0887728 0.0191966
 32.2001 0.0886172 -0.0888216 0.0157423
 32.4001 0.0708488 -0.0888615 0.0129159
 32.6001 0.0530732 -0.0888925 0.0107186
 32.8001 0.0352924 -0.0889146 0.00915136
 33.0001 0.017508 -0.0889279 0.00821469
 33.2001 -0.000278175 -0.0889322 0.00790901
 33.4001 -0.0180643 -0.0889276 0.00823444
 33.6001 -0.0358486 -0.0889142 0.00919085
 33.8001 -0.0536294 -0.0888918 0.0107779
 34.0001 -0.0714048 -0.0888606 0.0129948
 34.2001 -0.089173 -0.0888204 0.0158409
 34.4001 -0.106932 -0.0887714 0.0193149
 34.6001 -0.124681 -0.0887135 0.0234154
 34.8001 -0.142417 -0.0886467 0.0281409
 35.0001 -0.160139 -0.0885711 0.0334894
 35.2001 -0.177845 -0.0884866 0.0394587
 35.4001 -0.195533 -0.0883933 0.0460466
 35.6001 -0.213202 -0.0882911 0.0532503
 35.8001 -0.230849 -0.0881801 0.061067
 36.0001 -0.248473 -0.0880602 0.0694935
 36.2001 -0.266073 -0.0879316 0.0785266
 36.4001 -0.283645 -0.0877942 0.0881625
 36.6001 -0.30119 -0.087648 0.0983974
 36.8001 -0.318704 -0.087493 0.109227
 37.0001 -0.336186 -0.0873292 0.120648
 37.2001 -0.353635 -0.0871568 0.132654
 37.4001 -0.371048 -0.0869756 0.145242
 37.6001 -0.388425 -0.0867857 0.158405
 37.8001 -0.405762 -0.0865872 0.17214
 38.0001 -0.423059 -0.08638 0.18644
 38.2001 -0.440313 -0.0861641 0.2013
 38.4001 -0.457524 -0.0859397 0.216714
 38.6001 -0.474689 -0.0857066 0.232675
 38.8001 -0.491806 -0.085465 0.249177
 39.0001 -0.508874 -0.0852148 0.266214
 39.2001 -0.525891 -0.0849561 0.283779
 39.4001 -0.542856 -0.0846889 0.301865
 39.6001 -0.559766 -0.0844132 0.320464
 39.8001 -0.576621 -0.0841291 0.339569
 40.0001 -0.593418 -0.0838366 0.359173
 40.2001 -0.610155 -0.0835357 0.379267
 40.4001 -0.626831 -0.0832264 0.399844
 40.6001 -0.643445 -0.0829089 0.420895
 40.8001 -0.659994 -0.082583 0.442413
 41.0001 -0.676478 -0.0822489 0.464387
 41.2001 -0.692893 -0.0819066 0.48681
 41.4001 -0.70924 -0.081556 0.509672
 41.6001 -0.725515 -0.0811973 0.532965
 41.8001 -0.741718 -0.0808305 0.556679
 42.0001 -0.757847 -0.0804556 0.580805
 42.2001 -0.7739 -0.0800727 0.605333
 42.4001 -0.789876 -0.0796817 0.630252
 42.6001 -0.805772 -0.0792828 0.655554
 42.8001 -0.821588 -0.078876 0.681228
 43.0001 -0.837322 -0.0784612 0.707264
 43.2001 -0.852972 -0.0780386 0.733651
 43.4001 -0.868537 -0.0776082 0.760379
 43.6001 -0.884015 -0.0771701 0.787437
 43.8001 -0.899404 -0.0767243 0.814815
 44.0001 -0.914704 -0.0762707 0.842501
 44.2001 -0.929912 -0.0758096 0.870484
 44.4001 -0.945027 -0.0753408 0.898753
 44.6001 -0.960048 -0.0748646 0.927297
 44.8001 -0.974973 -0.0743808 0.956104
 45.0001 -0.9898 -0.0738896 0.985163
 45.2001 -1.00453 -0.073391 1.01446
 45.4001 -1.01916 -0.0728851 1.04399
 45.6001 -1.03368 -0.0723718 1.07374
 45.8001 -1.0481 -0.0718514 1.10368
 46.0001 -1.06242 -0.0713238 1.13383
 46.2001 -1.07663 -0.070789 1.16415
 46.4001 -1.09074 -0.0702471 1.19464
 46.6001 -1.10473 -0.0696983 1.22529
 46.8001 -1.11862 -0.0691424 1.25608
 47.0001 -1.13239 -0.0685797 1.28701
 47.2001 -1.14605 -0.06801 1.31805
 47.4001 -1.15959 -0.0674336 1.3492
 47.6001 -1.17302 -0.0668504 1.38045
 47.8001 -1.18633 -0.0662606 1.41177
 48.0001 -1.19952 -0.0656641 1.44317
 48.2001 -1.2126 -0.065061 1.47462
 48.4001 -1.22555 -0.0644515 1.50612
 48.6001 -1.23838 -0.0638355 1.53765
 48.8001 -1.25108 -0.0632131 1.5692
 49.0001 -1.26366 -0.0625844 1.60076
 49.2001 -1.27612 -0.0619495 1.63231
 49.4001 -1.28844 -0.0613083 1.66384
 49.6001 -1.30064 -0.060661 1.69534
 49.8001 -1.31271 -0.0600077 1.7268
 50.0001 -1.32464 -0.0593483 1.7582
 50.2001 -1.33644 -0.0586831 1.78953
 50.4001 -1.34811 -0.0580119 1.82078
 50.6001 -1.35965 -0.0573349 1.85193
 50.8001 -1.37105 -0.0566523 1.88298
 51.0001 -1.38231 -0.0559639 1.91391
 51.2001 -1.39343 -0.05527 1.94471
 51.4001 -1.40442 -0.0545705 1.97536
 51.6001 -1.41526 -0.0538656 2.00586
 51.8001 -1.42596 -0.0531552 2.03619
 52.0001 -1.43652 -0.0524396 2.06635
 52.2001 -1.44694 -0.0517187 2.0963
 52.4001 -1.45721 -0.0509927 2.12606
 52.6001 -1.46733 -0.0502615 2.1556
 52.8001 -1.47731 -0.0495254 2.18491
 53.0001 -1.48714 -0.0487843 2.21398
 53.2001 -1.49683 -0.0480383 2.2428
 53.4001 -1.50636 -0.0472875 2.27136
 53.6001 -1.51574 -0.0465319 2.29964
 53.8001 -1.52497 -0.0457718 2.32763
 54.0001 -1.53405 -0.045007 2.35533
 54.2001 -1.54297 -0.0442377 2.38273
 54.4001 -1.55174 -0.043464 2.4098
 54.6001 -1.56036 -0.042686 2.43655
 54.8001 -1.56882 -0.0419037 2.46295
 55.0001 -1.57712 -0.0411172 2.489
 55.2001 -1.58527 -0.0403266 2.51469
 55.4001 -1.59325 -0.0395319 2.54001
 55.6001 -1.60108 -0.0387333 2.56495
 55.8001 -1.60874 -0.0379308 2.5895
 56.0001 -1.61625 -0.0371245 2.61364
 56.2001 -1.62359 -0.0363146 2.63738
 56.4001 -1.63078 -0.0355009 2.66069
 56.6001 -1.63779 -0.0346838 2.68357
 56.8001 -1.64465 -0.0338632 2.70602
 57.0001 -1.65134 -0.0330391 2.72801
 57.2001 -1.65786 -0.0322118 2.74955
 57.4001 -1.66422 -0.0313813 2.77063
 57.6001 -1.67042 -0.0305476 2.79123
 57.8001 -1.67644 -0.0297109 2.81134
 58.0001 -1.6823 -0.0288712 2.83097
 58.2001 -1.68799 -0.0280286 2.8501
 58.4002 -1.69351 -0.0271832 2.86872
 58.6002 -1.69886 -0.0263351 2.88683
 58.8002 -1.70405 -0.0254844 2.90442
 59.0002 -1.70906 -0.0246311 2.92149
 59.2002 -1.7139 -0.0237754 2.93801
 59.4002 -1.71857 -0.0229172 2.954
 59.6002 -1.72307 -0.0220568 2.96944
 59.8002 -1.72739 -0.0211942 2.98433
 60.0002 -1.73154 -0.0203295 2.99865
 60.2002 -1.73552 -0.0194627 3.01242
 60.4002 -1.73933 -0.018594 3.02561
 60.6002 -1.74296 -0.0177234 3.03822
 60.8002 -1.74642 -0.016851 3.05026
 61.0002 -1.7497 -0.015977 3.06171
 61.2002 -1.75281 -0.0151014 3.07256
 61.4002 -1.75574 -0.0142242 3.08283
 61.6002 -1.7585 -0.0133457 3.09249
 61.8002 -1.76108 -0.0124657 3.10155
 62.0002 -1.76348 -0.0115846 3.11001
 62.2002 -1.76571 -0.0107023 3.11786
 62.4002 -1.76776 -0.0098189 3.12509
 62.6002 -1.76964 -0.00893452 3.13171
 62.8002 -1.77134 -0.00804925 3.1377
 63.0002 -1.77286 -0.00716318 3.14308
 63.2002 -1.7742 -0.0062764 3.14784
 63.4002 -1.77537 -0.00538899 3.15197
 63.6002 -1.77636 -0.00450105 3.15547
 63.8002 -1.77717 -0.00361264 3.15835
 64.0002 -1.7778 -0.00272388 3.1606
 64.2002 -1.77826 -0.00183484 3.16221
 64.4002 -1.77854 -0.000945628 3.1632
 64.6002 -1.77864 -5.63257e-05 3.16356
 64.8002 -1.77856 0.000832976 3.16328
 65.0002 -1.77831 0.0017222 3.16237
 65.2001 -1.77787 0.00261126 3.16084
 65.4001 -1.77726 0.00350005 3.15867
 65.6001 -1.77647 0.00438849 3.15587
 65.8001 -1.77551 0.00527648 3.15245
 66.0001 -1.77436 0.00616393 3.1484
 66.2001 -1.77304 0.00705076 3.14372
 66.4001 -1.77154 0.0079369 3.13842
 66.6001 -1.76987 0.00882224 3.1325
 66.8001 -1.76801 0.00970668 3.12596
 67.0001 -1.76598 0.0105902 3.11881
 67.2001 -1.76378 0.0114726 3.11104
 67.4001 -1.76139 0.0123538 3.10266
 67.6001 -1.75884 0.0132339 3.09368
 67.8001 -1.7561 0.0141126 3.08409
 68.0001 -1.75319 0.0149899 3.0739
 68.2001 -1.7501 0.0158657 3.06312
 68.4001 -1.74684 0.0167399 3.05174
 68.6001 -1.74341 0.0176124 3.03978
 68.8001 -1.7398 0.0184832 3.02724
 69.0001 -1.73602 0.0193521 3.01412
 69.2001 -1.73206 0.0202191 3.00044
 69.4001 -1.72793 0.0210841 2.98618
 69.6001 -1.72362 0.0219469 2.97136
 69.8001 -1.71915 0.0228076 2.956
 70.0001 -1.7145 0.023666 2.94008
 70.2001 -1.70968 0.024522 2.92362
 70.4001 -1.70469 0.0253756 2.90662
 70.6001 -1.69953 0.0262266 2.8891
 70.8001 -1.6942 0.0270751 2.87106
 71.0001 -1.6887 0.0279208 2.8525
 71.2001 -1.68304 0.0287637 2.83343
 71.4001 -1.6772 0.0296038 2.81387
 71.6001 -1.67119 0.0304408 2.79382
 71.8 -1.66502 0.0312749 2.77328
 72 -1.65868 0.0321058 2.75226
 72.2 -1.65218 0.0329335 2.73078
 72.4 -1.64551 0.0337579 2.70885
 72.6 -1.63868 0.0345789 2.68646
 72.8 -1.63168 0.0353965 2.66363
 73 -1.62452 0.0362105 2.64037
 73.2 -1.6172 0.0370209 2.61669
 73.4 -1.60971 0.0378277 2.5926
 73.6 -1.60206 0.0386306 2.5681
 73.8 -1.59426 0.0394296 2.54322
 74 -1.58629 0.0402248 2.51794
 74.2 -1.57817 0.0410159 2.4923
 74.4 -1.56989 0.0418029 2.46629
 74.6 -1.56145 0.0425857 2.43993
 74.8 -1.55285 0.0433643 2.41323
 75 -1.5441 0.0441385 2.3862
 75.2 -1.5352 0.0449083 2.35885
 75.4 -1.52614 0.0456736 2.33119
 75.6 -1.51693 0.0464343 2.30323
 75.8 -1.50757 0.0471904 2.27498
 76 -1.49805 0.0479418 2.24646
 76.2 -1.48839 0.0486884 2.21768
 76.4 -1.47858 0.0494301 2.18864
 76.6 -1.46862 0.0501669 2.15936
 76.8 -1.45851 0.0508987 2.12985
 77 -1.44826 0.0516254 2.10012
 77.2 -1.43786 0.0523469 2.07019
 77.4 -1.42732 0.0530631 2.04006
 77.6 -1.41664 0.0537741 2.00975
 77.8 -1.40581 0.0544797 1.97927
 78 -1.39485 0.0551799 1.94864
 78.2 -1.38374 0.0558745 1.91786
 78.3999 -1.3725 0.0565635 1.88695
 78.5999 -1.36111 0.0572469 1.85591
 78.7999 -1.3496 0.0579245 1.82477
 78.9999 -1.33795 0.0585964 1.79353
 79.1999 -1.32616 0.0592624 1.76221
 79.3999 -1.31424 0.0599225 1.73082
 79.5999 -1.30219 0.0605765 1.69937
 79.7999 -1.29001 0.0612246 1.66788
 79.9999 -1.2777 0.0618665 1.63635
 80.1999 -1.26526 0.0625022 1.6048
 80.3999 -1.2527 0.0631317 1.57325
 80.5999 -1.24001 0.0637549 1.5417
 80.7999 -1.2272 0.0643717 1.51016
 80.9999 -1.21426 0.064982 1.47866
 81.1999 -1.20121 0.0655859 1.4472
 81.3999 -1.18803 0.0661832 1.4158
 81.5999 -1.17473 0.0667739 1.38446
 81.7999 -1.16132 0.0673579 1.3532
 81.9999 -1.14779 0.0679352 1.32204
 82.1999 -1.13415 0.0685056 1.29098
 82.3999 -1.12039 0.0690693 1.26004
 82.5999 -1.10652 0.069626 1.22923
 82.7999 -1.09254 0.0701757 1.19857
 82.9999 -1.07845 0.0707185 1.16806
 83.1999 -1.06425 0.0712541 1.13771
 83.3999 -1.04995 0.0717827 1.10755
 83.5999 -1.03554 0.072304 1.07757
 83.7999 -1.02103 0.0728181 1.0478
 83.9999 -1.00641 0.073325 1.01824
 84.1999 -0.991699 0.0738245 0.988916
 84.3999 -0.976884 0.0743166 0.959826
 84.5999 -0.961972 0.0748013 0.930986
 84.7999 -0.946964 0.0752785 0.902408
 84.9998 -0.931861 0.0757483 0.874104
 85.1998 -0.916665 0.0762104 0.846084
 85.3998 -0.901378 0.0766649 0.81836
 85.5998 -0.886 0.0771117 0.790942
 85.7998 -0.870534 0.0775508 0.763843
 85.9998 -0.85498 0.0779822 0.737073
 86.1998 -0.839341 0.0784058 0.710641
 86.3998 -0.823618 0.0788216 0.68456
