t x v
 155.599 -0.000184107 -0.000171938
 155.799 -0.00021723 -0.000158561
 155.999 -0.000247539 -0.000143876
 156.199 -0.000274789 -0.000128054
 156.399 -0.00029877 -0.000111277
 156.599 -0.000319309 -9.37279e-05
 156.799 -0.00033627 -7.55977e-05
 156.999 -0.000349557 -5.70775e-05
 157.199 -0.000359111 -3.83589e-05
 157.399 -0.00036491 -1.96316e-05
 157.599 -0.000366973 -1.08167e-06
 157.799 -0.000365352 1.71103e-05
 157.999 -0.000360138 3.47709e-05
 158.199 -0.000351452 5.17354e-05
 158.399 -0.000339451 6.78492e-05
 158.599 -0.00032432 8.29694e-05
 158.799 -0.00030627 9.69656e-05
 158.999 -0.00028554 0.000109721
 159.199 -0.000262387 0.000121134
 159.399 -0.000237091 0.000131118
 159.599 -0.000209944 0.000139603
 159.799 -0.000181253 0.000146533
 159.999 -0.000151333 0.000151871
 160.199 -0.000120506 0.000155595
 160.399 -8.90956e-05 0.000157702
 160.599 -5.74252e-05 0.000158201
 160.799 -2.58143e-05 0.00015712
 160.999 5.42456e-06 0.000154501
 161.199 3.59887e-05 0.000150401
 161.399 6.55882e-05 0.00014489
 161.599 9.39484e-05 0.00013805
 161.799 0.000120813 0.000129976
 161.999 0.000145944 0.000120772
 162.199 0.000169127 0.000110553
 162.399 0.000190171 9.94393e-05
 162.599 0.000208909 8.75597e-05
 162.799 0.000225201 7.50473e-05
 162.999 0.000238934 6.20387e-05
 163.199 0.000250023 4.86728e-05
 163.399 0.00025841 3.50896e-05
 163.599 0.000264066 2.14281e-05
 163.799 0.000266989 7.82537e-06
 163.999 0.000267203 -5.58464e-06
 164.199 0.000264761 -1.86727e-05
 164.399 0.00025974 -3.13153e-05
 164.599 0.000252241 -4.33958e-05
 164.799 0.000242388 -5.48055e-05
 164.999 0.000230324 -6.54445e-05
 165.199 0.000216215 -7.52226e-05
 165.399 0.000200239 -8.40597e-05
 165.599 0.000182594 -9.18868e-05
 165.799 0.000163488 -9.86465e-05
 165.999 0.000143138 -0.000104293
 166.199 0.000121773 -0.000108792
 166.399 9.96231e-05 -0.000112121
 166.599 7.6925e-05 -0.000114272
 166.799 5.39145e-05 -0.000115246
 166.999 3.08263e-05 -0.000115057
 167.199 7.89093e-06 -0.000113729
 167.399 -1.46669e-05 -0.000111299
 167.599 -3.66308e-05 -0.000107813
 167.799 -5.77946e-05 -0.000103326
 167.999 -7.79641e-05 -9.79026e-05
 168.199 -9.6959e-05 -9.16154e-05
 168.399 -0.000114614 -8.45439e-05
 168.599 -0.000130781 -7.67738e-05
 168.799 -0.000145328 -6.83962e-05
 168.999 -0.000158144 -5.95062e-05
 169.199 -0.000169135 -5.02023e-05
 169.399 -0.00017823 -4.05851e-05
 169.599 -0.000185374 -3.07562e-05
 169.799 -0.000190537 -2.08174e-05
 169.999 -0.000193706 -1.08696e-05
 170.199 -0.00019489 -1.01153e-06
 170.399 -0.000194116 8.66061e-06
 170.599 -0.000191431 1.80546e-05
 170.799 -0.000186899 2.70826e-05
 170.999 -0.000180602 3.56625e-05
 171.199 -0.000172638 4.37178e-05
 171.399 -0.000163118 5.11792e-05
 171.599 -0.000152169 5.79843e-05
 171.799 -0.000139927 6.40786e-05
 171.999 -0.00012654 6.94159e-05
 172.199 -0.000112163 7.39581e-05
 172.399 -9.69587e-05 7.7676e-05
 172.599 -8.1094e-05 8.05491e-05
 172.799 -6.47398e-05 8.25657e-05
 172.999 -4.80681e-05 8.37227e-05
 173.199 -3.12507e-05 8.40257e-05
 173.398 -1.44573e-05 8.34888e-05
 173.598 2.14572e-06 8.21339e-05
 173.798 1.83975e-05 7.99908e-05
 173.998 3.41437e-05 7.70963e-05
 174.198 4.9238e-05 7.34942e-05
 174.398 6.35437e-05 6.92343e-05
 174.598 7.69344e-05 6.43719e-05
 174.798 8.92953e-05 5.89672e-05
 174.998 0.000100524 5.30847e-05
 175.198 0.000110532 4.67922e-05
 175.398 0.000119245 4.01604e-05
 175.598 0.0001266 3.32618e-05
 175.798 0.000132553 2.61702e-05
 175.998 0.000137072 1.89598e-05
 176.198 0.000140141 1.17045e-05
 176.398 0.000141757 4.47731e-06
 176.598 0.000141935 -2.65072e-06
 176.798 0.000140701 -9.61078e-06
 176.998 0.000138094 -1.63371e-05
 177.198 0.000134169 -2.27676e-05
 177.398 0.00012899 -2.88443e-05
 177.598 0.000122634 -3.4514e-05
 177.798 0.000115187 -3.97285e-05
 177.998 0.000106745 -4.4445e-05
 178.198 9.74111e-05 -4.86266e-05
 178.398 8.7296e-05 -5.22425e-05
 178.598 7.65155e-05 -5.5268e-05
 178.798 6.51899e-05 -5.76849e-05
 178.998 5.34423e-05 -5.94812e-05
 179.198 4.13978e-05 -6.06515e-05
 179.398 2.91818e-05 -6.11965e-05
 179.598 1.6919e-05 -6.11233e-05
 179.798 4.73197e-06 -6.0445e-05
 179.998 -7.25979e-06 -5.91802e-05
 180.198 -1.89412e-05 -5.73531e-05
 180.398 -3.02024e-05 -5.49932e-05
 180.598 -4.094e-05 -5.21343e-05
 180.798 -5.10579e-05 -4.88149e-05
 180.998 -6.0468e-05 -4.50769e-05
 181.198 -6.90909e-05 -4.09658e-05
 181.398 -7.68567e-05 -3.65299e-05
 181.598 -8.37053e-05 -3.18195e-05
 181.798 -8.9587e-05 -2.6887e-05
 181.998 -9.44627e-05 -2.17856e-05
 182.198 -9.8304e-05 -1.65695e-05
 182.398 -0.000101093 -1.12925e-05
 182.598 -0.000102824 -6.00832e-06
 182.798 -0.000103499 -7.69544e-07
 182.998 -0.000103134 4.37275e-06
 183.198 -0.000101753 9.36944e-06
 183.398 -9.93887e-05 1.41738e-05
 183.598 -9.60853e-05 1.87421e-05
 183.798 -9.18939e-05 2.30335e-05
 183.998 -8.68738e-05 2.7011e-05
 184.198 -8.10913e-05 3.06414e-05
 184.398 -7.46189e-05 3.38955e-05
 184.598 -6.75344e-05 3.67485e-05
 184.798 -5.99206e-05 3.91801e-05
 184.998 -5.18633e-05 4.11745e-05
 185.198 -4.34514e-05 4.27206e-05
 185.398 -3.47755e-05 4.3812e-05
 185.598 -2.59268e-05 4.44468e-05
 185.798 -1.69967e-05 4.46279e-05
 185.998 -8.07541e-06 4.43625e-05
 186.198 7.48744e-07 4.36621e-05
 186.398 9.39009e-06 4.25422e-05
 186.598 1.77665e-05 4.10223e-05
 186.798 2.58001e-05 3.91255e-05
 186.998 3.34179e-05 3.68781e-05
 187.198 4.05527e-05 3.43093e-05
 187.398 4.71432e-05 3.14511e-05
 187.598 5.31348e-05 2.83375e-05
 187.798 5.84799e-05 2.50046e-05
 187.998 6.31385e-05 2.14897e-05
 188.198 6.70777e-05 1.78314e-05
 188.398 7.0273e-05 1.40689e-05
 188.598 7.27072e-05 1.02414e-05
 188.798 7.43715e-05 6.38844e-06
 188.998 7.52645e-05 2.54862e-06
 189.198 7.53928e-05 -1.24018e-06
 189.398 7.47703e-05 -4.94137e-06
 189.598 7.34181e-05 -8.51996e-06
 189.798 7.1364e-05 -1.19429e-05
 189.998 6.86425e-05 -1.51792e-05
 190.198 6.52938e-05 -1.82006e-05
 190.398 6.13637e-05 -2.09812e-05
 190.598 5.69026e-05 -2.34984e-05
 190.798 5.19654e-05 -2.57323e-05
 190.998 4.66105e-05 -2.76664e-05
 191.198 4.08995e-05 -2.92875e-05
 191.398 3.48961e-05 -3.05857e-05
 191.598 2.86656e-05 -3.15546e-05
 191.798 2.22745e-05 -3.2191e-05
 191.998 1.57893e-05 -3.24952e-05
 192.198 9.27634e-06 -3.24709e-05
 192.398 2.80072e-06 -3.21248e-05
 192.598 -3.57399e-06 -3.14667e-05
 192.798 -9.78654e-06 -3.05094e-05
 192.998 -1.57785e-05 -2.92684e-05
 193.198 -2.14947e-05 -2.77615e-05
 193.398 -2.6884e-05 -2.6009e-05
 193.598 -3.18994e-05 -2.40332e-05
 193.798 -3.64985e-05 -2.18582e-05
 193.998 -4.06439e-05 -1.95094e-05
 194.198 -4.43035e-05 -1.70137e-05
 194.398 -4.74507e-05 -1.43988e-05
 194.598 -5.00644e-05 -1.16929e-05
 194.798 -5.21293e-05 -8.92468e-06
 194.998 -5.36357e-05 -6.12295e-06
 195.198 -5.45799e-05 -3.31613e-06
 195.398 -5.49636e-05 -5.32187e-07
 195.598 -5.47942e-05 2.20171e-06
 195.798 -5.40843e-05 4.85942e-06
 195.998 -5.28517e-05 7.41608e-06
 196.198 -5.1119e-05 9.84831e-06
 196.398 -4.89135e-05 1.21345e-05
 196.598 -4.62663e-05 1.42547e-05
 196.798 -4.32125e-05 1.61914e-05
 196.998 -3.97905e-05 1.79289e-05
 197.198 -3.60417e-05 1.94539e-05
 197.398 -3.20096e-05 2.07555e-05
 197.598 -2.774e-05 2.18252e-05
 197.798 -2.32799e-05 2.26571e-05
 197.998 -1.86774e-05 2.32475e-05
 198.198 -1.3981e-05 2.35955e-05
 198.398 -9.23914e-06 2.37024e-05
 198.598 -4.49986e-06 2.35719e-05
 198.798 1.89881e-07 2.32101e-05
 198.998 4.78453e-06 2.26251e-05
 199.198 9.24038e-06 2.18272e-05
 199.398 1.35159e-05 2.08284e-05
 199.598 1.75724e-05 1.96429e-05
 199.798 2.13738e-05 1.82859e-05
 199.998 2.48876e-05 1.67744e-05
