t x v
 170.999 -0.93622 -0.728805
 171.199 -1.06326 -0.526984
 171.399 -1.14739 -0.303793
 171.599 -1.1852 -0.0682399
 171.799 -1.17514 0.170165
 171.999 -1.11761 0.40179
 172.199 -1.0149 0.617276
 172.399 -0.871144 0.80791
 172.599 -0.692139 0.96598
 172.799 -0.4851 1.08509
 172.999 -0.258381 1.16041
 173.199 -0.0211317 1.18887
 173.398 0.217066 1.16932
 173.598 0.446589 1.10252
 173.798 0.658162 0.991156
 173.998 0.84323 0.8397
 174.198 0.994306 0.65426
 174.398 1.10527 0.442314
 174.598 1.17163 0.212413
 174.798 1.19068 -0.026161
 174.998 1.16163 -0.263774
 175.198 1.08565 -0.490825
 175.398 0.965768 -0.698137
 175.598 0.806825 -0.877328
 175.798 0.615223 -1.02115
 175.998 0.398689 -1.12377
 176.198 0.165962 -1.18103
 176.398 -0.0735637 -1.1906
 176.598 -0.310213 -1.15208
 176.798 -0.534424 -1.06699
 176.998 -0.737134 -0.938769
 177.198 -0.910145 -0.772566
 177.398 -1.04646 -0.575086
 177.598 -1.14054 -0.354293
 177.798 -1.18859 -0.119099
 177.998 -1.18864 0.121002
 178.198 -1.14067 0.35631
 178.398 -1.04659 0.577317
 178.598 -0.910196 0.775089
 178.798 -0.736974 0.941626
 178.998 -0.53391 1.07019
 179.198 -0.309194 1.15557
 179.398 -0.0718966 1.19429
 179.598 0.1684 1.18479
 179.798 0.40199 1.12741
 179.998 0.619432 1.02447
 180.198 0.811937 0.88009
 180.398 0.971716 0.700101
 180.598 1.0923 0.491755
 180.798 1.16881 0.26346
 180.998 1.19812 0.0244294
 181.198 1.17905 -0.215684
 181.398 1.11233 -0.447179
 181.598 1.00065 -0.660701
 181.798 0.848493 -0.847616
 181.998 0.662 -1.00036
 182.198 0.448687 -1.11276
 182.398 0.217162 -1.18024
 182.598 -0.0232286 -1.20007
 182.798 -0.262777 -1.17142
 182.998 -0.491805 -1.09543
 183.198 -0.701056 -0.975165
 183.398 -0.882068 -0.81545
 183.598 -1.02752 -0.622728
 183.798 -1.13151 -0.40477
 183.998 -1.18984 -0.170372
 184.198 -1.20011 0.0710024
 184.398 -1.16191 0.309605
 184.598 -1.07675 0.535795
 184.798 -0.948057 0.740429
 184.998 -0.78101 0.915232
 185.198 -0.582344 1.05313
 185.398 -0.360071 1.14854
 185.598 -0.123162 1.19758
 185.798 0.118817 1.19826
 185.998 0.356093 1.15053
 186.198 0.579077 1.0563
 186.398 0.778756 0.919361
 186.598 0.947053 0.745223
 186.798 1.07716 0.540907
 186.998 1.16379 0.314658
 187.198 1.20345 0.0756059
 187.398 1.1945 -0.166596
 187.598 1.13729 -0.402165
 187.798 1.03411 -0.62158
 187.998 0.889116 -0.815972
 188.198 0.708139 -0.977475
 188.398 0.498482 -1.09955
 188.598 0.268601 -1.17726
 188.798 0.0277773 -1.20743
 188.998 -0.214265 -1.18884
 189.198 -0.447748 -1.12221
 189.398 -0.663235 -1.01022
 189.598 -0.852014 -0.857366
 189.798 -1.00645 -0.669816
 189.998 -1.12028 -0.45513
 190.198 -1.1889 -0.221971
 190.398 -1.20952 0.0202485
 190.598 -1.18128 0.261747
 190.798 -1.1053 0.492768
 190.998 -0.984643 0.703973
 191.198 -0.824156 0.886822
 191.398 -0.630308 1.03392
 191.598 -0.410919 1.1393
 191.798 -0.17484 1.1987
 191.998 0.0683961 1.20969
 192.198 0.308967 1.17182
 192.398 0.537151 1.08659
 192.598 0.743726 0.957427
 192.798 0.920337 0.789533
 192.998 1.05984 0.589675
 193.198 1.15657 0.365915
 193.398 1.20663 0.127281
 193.598 1.20795 -0.11659
 193.798 1.16047 -0.355848
 193.998 1.06609 -0.580826
 194.198 0.928607 -0.782428
 194.398 0.753549 -0.952501
 194.598 0.547978 -1.08416
 194.798 0.320187 -1.17207
 194.998 0.0793682 -1.21267
 195.198 -0.164753 -1.20429
 195.398 -0.402316 -1.14725
 195.598 -0.62372 -1.04384
 195.798 -0.820015 -0.898224
 195.998 -0.983259 -0.716256
 196.198 -1.10685 -0.505279
 196.398 -1.18576 -0.273805
 196.598 -1.21681 -0.0311759
 196.798 -1.19871 0.21281
 196.998 -1.13217 0.448295
 197.198 -1.01987 0.665764
 197.398 -0.86632 0.856423
 197.598 -0.677709 1.01256
 197.798 -0.461643 1.12785
 197.998 -0.226841 1.19762
 198.198 0.0172202 1.21904
 198.398 0.260683 1.19121
 198.598 0.493712 1.11525
 198.798 0.706888 0.994203
 198.998 0.89159 0.832942
 199.198 1.04035 0.637965
 199.398 1.14713 0.417136
 199.598 1.20762 0.179367
 199.798 1.21934 -0.0657441
 199.998 1.1818 -0.308297
